unified_app_id,game_name,app_id,os,app_name,publisher_name,game_revenue_2025,app_revenue_2025,country,date,date_granularity,confidence,average_age_total,female,male,normalized_demographics_female_18,normalized_demographics_female_25,normalized_demographics_female_35,normalized_demographics_female_45,normalized_demographics_female_55,normalized_demographics_male_18,normalized_demographics_male_25,normalized_demographics_male_35,normalized_demographics_male_45,normalized_demographics_male_55,avg_dau_2025,days_with_dau
63bd1e79e36abf4ca724dad2,TopHeroes,com.greenmushroom.boomblitz.gp.vn,android,Thời Đại Anh Hùng,Công ty cổ phần phát triển công nghệ số Hồng Hà,9541489.62,3791307.03,SE_ASIA,2026-05-20,all_time,6.0,29.0,0.2236,0.7764,0.0759,0.1021,0.0287,0.0124,0.0045,0.2496,0.3394,0.1174,0.0543,0.0157,26812.562841530056,366.0
55aee5717ee3d47e0e030502,ZingPlay Portal - Games Center,gsn.game.zingplaynew,android,ZingPlay - Cổng game - iCa,ZINGPLAY VIETNAM,9301590.3,4726734.9,SE_ASIA,2026-05-20,all_time,8.0,32.0,0.288,0.712,0.0262,0.1348,0.096,0.0257,0.0053,0.0672,0.3342,0.2341,0.0632,0.0133,125912.6393442623,366.0
55aee5717ee3d47e0e030502,ZingPlay Portal - Games Center,1528287521,ios,Cổng game ZingPlay - iCa,ZingPlay VietNam,9301590.3,3714825.3,SE_ASIA,2026-05-20,all_time,7.0,32.0,0.3232,0.6768,0.0471,0.1444,0.0956,0.029,0.0071,0.0852,0.3108,0.206,0.0604,0.0144,26097.50273224044,366.0
55aee5717ee3d47e0e030502,ZingPlay Portal - Games Center,com.gsn.zps.full,android,ZingPlay HD Cổng game giải trí,ZINGPLAY VIETNAM,9301590.3,860030.1,SE_ASIA,2026-05-20,all_time,6.0,29.0,0.3966,0.6034,0.1382,0.1579,0.0717,0.0222,0.0066,0.1969,0.2566,0.1069,0.0322,0.0108,14062.844262295082,366.0
55c5028802ac64f9c0001faf,Candy Crush Saga,553834731,ios,Candy Crush Saga,King,9002777.67,5158273.35,SE_ASIA,2026-05-20,all_time,9.0,32.0,0.4892,0.5108,0.1061,0.1722,0.1318,0.0634,0.0157,0.11,0.1779,0.1417,0.0648,0.0164,189203.46174863388,366.0
55c5028802ac64f9c0001faf,Candy Crush Saga,com.king.candycrushsaga,android,Candy Crush Saga,King,9002777.67,3844504.32,SE_ASIA,2026-05-20,all_time,10.0,32.0,0.5067,0.4933,0.1106,0.1781,0.1364,0.0667,0.0149,0.1062,0.1745,0.1332,0.0647,0.0147,220863.73224043715,366.0
652e01496f1d5e32a3b568fe,MU Monarch,vng.games.mu.webzen.online,android,MU Lục Địa VNG,VNG GROUP JSC,7912484.85,4157492.1,SE_ASIA,2026-05-20,all_time,4.0,29.0,0.2296,0.7704,0.0573,0.1163,0.0401,0.0086,0.0073,0.2003,0.3982,0.1259,0.0353,0.0107,16149.687272727273,275.0
652e01496f1d5e32a3b568fe,MU Monarch,6502928253,ios,MU Lục Địa VNG,VNG CORPORATION,7912484.85,3754992.75,SE_ASIA,2026-05-20,all_time,3.0,29.0,0.2663,0.7337,0.0706,0.1232,0.0499,0.0146,0.008,0.1672,0.3779,0.1481,0.0297,0.0108,2592.3527272727274,275.0
5e8694de25186e479bf4dd24,EA SPORTS FC Mobile Soccer,6737226348,ios,FC Mobile VN,Garena Mobile Private,7325900.1,4139731.05,SE_ASIA,2026-05-20,all_time,8.0,29.0,0.1318,0.8682,0.0386,0.0487,0.0305,0.011,0.003,0.2839,0.3327,0.1774,0.0567,0.0175,838282.5512820513,78.0
5e8694de25186e479bf4dd24,EA SPORTS FC Mobile Soccer,com.garena.game.fcmobilevn,android,FC Mobile VN,Garena Mobile Private,7325900.1,3186169.05,SE_ASIA,2026-05-20,all_time,8.0,29.0,0.1731,0.8269,0.0306,0.1117,0.0229,0.0062,0.0017,0.1472,0.5324,0.1105,0.0288,0.008,544649.077922078,77.0
5a436fa30211a64e563fcdb8,QQ飞车,1435297178,ios,ZingSpeed Mobile,VNG CORPORATION,7138784.25,3949310.25,SE_ASIA,2026-05-20,all_time,6.0,29.0,0.3873,0.6127,0.142,0.1388,0.0685,0.0302,0.0078,0.2179,0.2358,0.1038,0.0437,0.0115,49506.54644808743,366.0
5a436fa30211a64e563fcdb8,QQ飞车,com.vng.speedvn,android,ZingSpeed Mobile,VNG GROUP JSC,7138784.25,3189474.0,SE_ASIA,2026-05-20,all_time,8.0,29.0,0.3628,0.6372,0.1241,0.1475,0.0604,0.0242,0.0066,0.2098,0.2717,0.1034,0.0412,0.0111,74601.38524590163,366.0
5d0355893ea9832c13e157d2,Call of Duty®: Mobile,1477030970,ios,Call of Duty: Mobile VN,VNG CORPORATION,5941914.45,3098634.45,SE_ASIA,2026-05-20,all_time,9.0,28.0,0.2543,0.7457,0.1077,0.0907,0.0346,0.0162,0.0051,0.3069,0.2712,0.1047,0.0481,0.0148,21371.147540983606,366.0
5d0355893ea9832c13e157d2,Call of Duty®: Mobile,com.vng.codmvn,android,Call Of Duty: Mobile VN,VNG GROUP JSC,5941914.45,2843280.0,SE_ASIA,2026-05-20,all_time,8.0,30.0,0.1676,0.8324,0.0501,0.0706,0.0279,0.0145,0.0045,0.244,0.3493,0.1437,0.0721,0.0233,19085.275956284153,366.0
58f98ac30bc24808080019ff,Love Nikki-Dress UP Queen,1051206681,ios,Ngôi Sao Thời Trang 360Mobi,VNG CORPORATION,5725046.1,3816963.3,SE_ASIA,2026-05-20,all_time,7.0,28.0,0.7356,0.2644,0.2942,0.2798,0.0874,0.0567,0.0175,0.0922,0.1015,0.0399,0.0236,0.0072,64914.434426229505,366.0
58f98ac30bc24808080019ff,Love Nikki-Dress UP Queen,com.vng.ngoisaothoitrang,android,Ngôi Sao Thời Trang,VNG GROUP JSC,5725046.1,1908082.8,SE_ASIA,2026-05-20,all_time,9.0,28.0,0.8206,0.1794,0.3416,0.3109,0.0929,0.057,0.0182,0.0724,0.0699,0.0207,0.0125,0.0039,75270.75409836066,366.0
582219400211a6c9240005fc,Gardenscapes,1105855019,ios,Gardenscapes,Playrix,5572186.5,3669738.12,SE_ASIA,2026-05-20,all_time,8.0,33.0,0.5699,0.4301,0.1125,0.2041,0.1606,0.0814,0.0113,0.0819,0.1492,0.126,0.0629,0.0101,33840.661202185795,366.0
582219400211a6c9240005fc,Gardenscapes,com.playrix.gardenscapes,android,Gardenscapes,Playrix,5572186.5,1902448.38,SE_ASIA,2026-05-20,all_time,9.0,33.0,0.5873,0.4127,0.108,0.2118,0.1707,0.0875,0.0093,0.073,0.1422,0.1261,0.0637,0.0077,17708.650273224044,366.0
6410802d9aac52470e6eaea4,Top Eleven: Quản Lý Bóng Đá,1643854223,ios,Top Eleven: Quản Lý Bóng Đá,VNG CORPORATION,5303258.1,2894305.05,SE_ASIA,2026-05-20,all_time,4.0,27.0,0.1654,0.8346,0.046,0.0701,0.0353,0.0108,0.0032,0.3112,0.3741,0.1227,0.0199,0.0067,8747.70218579235,366.0
6410802d9aac52470e6eaea4,Top Eleven: Quản Lý Bóng Đá,vnggames.topeleven.football.soccermanager,android,Top Eleven: Quản Lý Bóng Đá,VNG GROUP JSC,5303258.1,2408953.05,SE_ASIA,2026-05-20,all_time,5.0,27.0,0.0932,0.9068,0.0243,0.0469,0.0203,0.0012,0.0005,0.3491,0.4176,0.1253,0.0105,0.0043,4836.863387978142,366.0
66b1f458d72cf61108f8c2c6,Delta Force,6670604287,ios,Garena® 三角洲行動,Garena Mobile Games Private Ltd.,4993390.8,2633360.85,SE_ASIA,2026-05-20,all_time,7.0,27.0,0.1653,0.8347,0.0661,0.0724,0.0174,0.0075,0.0019,0.339,0.3824,0.0743,0.0308,0.0082,215125.17919075146,173.0
66b1f458d72cf61108f8c2c6,Delta Force,com.garena.game.df,android,Garena® Delta Force,Garena Mobile Private Limited,4993390.8,2360029.95,SE_ASIA,2026-05-20,all_time,8.0,26.0,0.1333,0.8667,0.0564,0.061,0.0105,0.0045,0.0009,0.3666,0.4015,0.066,0.0262,0.0064,241439.22988505746,174.0
5f3b76921392d052ebf0d0ca,Genshin Impact,com.miHoYo.GenshinImpact.vn,android,Genshin Impact - Funtap,Hồng Hà JSC,4870967.97,2870686.11,SE_ASIA,2026-05-20,all_time,8.0,27.0,0.3581,0.6419,0.1271,0.165,0.0503,0.0111,0.0046,0.2242,0.3066,0.0849,0.0184,0.0078,123442.31147540984,366.0
5f3b76921392d052ebf0d0ca,Genshin Impact,6451477469,ios,Genshin Impact - Funtap,HongHaGame,4870967.97,2000281.86,SE_ASIA,2026-05-20,all_time,9.0,26.0,0.3659,0.6341,0.1713,0.1406,0.0336,0.0158,0.0046,0.2903,0.2467,0.0612,0.0283,0.0076,66400.21038251366,366.0
565ff9f502ac6459a0000035,CrossFire: Legends,6748588650,ios,Crossfire: Legends,VNG CORPORATION,4592890.8,2475154.5,SE_ASIA,2026-05-20,all_time,5.0,27.0,0.1895,0.8105,0.082,0.0722,0.0244,0.0079,0.003,0.3346,0.3374,0.0983,0.0298,0.0104,536584.9444444445,18.0
565ff9f502ac6459a0000035,CrossFire: Legends,com.vnggames.cfl.crossfirelegends,android,Crossfire: Legends,VNG GROUP JSC,4592890.8,2117736.3,SE_ASIA,2026-05-20,all_time,6.0,28.0,0.1392,0.8608,0.0453,0.0668,0.0179,0.0073,0.0019,0.2682,0.4362,0.1025,0.0441,0.0098,320260.5882352941,17.0
6850060d76109d4529b41454,Nghịch Thủy Hàn,6743144418,ios,Nghịch Thủy Hàn,VNG CORPORATION,4532107.2,2928511.65,SE_ASIA,2026-05-20,all_time,2.0,29.0,0.4508,0.5492,0.1622,0.1655,0.073,0.0378,0.0123,0.1931,0.2086,0.0884,0.0445,0.0146,41653.101694915254,59.0
6850060d76109d4529b41454,Nghịch Thủy Hàn,vng.game.nth,android,Nghịch Thủy Hàn,VNG GROUP JSC,4532107.2,1603595.55,,,,,,,,,,,,,,,,,,,
633b886973f76b48784c36b9,Zombie Waves-shooting game,com.ddup.zombiewaves.zw.vn,android,Anh Hùng Cấm Địa - VTC Game,VTC GAme,4426911.06,1733305.98,,,,,,,,,,,,,,,,,,,
633b886973f76b48784c36b9,Zombie Waves-shooting game,6736819155,ios,Anh Hùng Cấm Địa - VTC Game,VTC GAME,4426911.06,1693233.36,,,,,,,,,,,,,,,,,,,
633b886973f76b48784c36b9,Zombie Waves-shooting game,6443760593,ios,Zombie Waves-shooting game,FUN FORMULA PTE. LTD.,4426911.06,578625.27,SE_ASIA,2026-05-20,all_time,5.0,30.0,0.2303,0.7697,0.0659,0.0866,0.0521,0.0204,0.0053,0.21,0.312,0.1664,0.0645,0.0168,17326.696721311477,366.0
633b886973f76b48784c36b9,Zombie Waves-shooting game,com.ddup.zombiewaves.zw,android,Zombie Waves,Fun Formula,4426911.06,421746.45,SE_ASIA,2026-05-20,all_time,6.0,30.0,0.1717,0.8283,0.0444,0.0678,0.0423,0.0139,0.0033,0.2215,0.3444,0.1793,0.0661,0.017,13954.188524590163,366.0
5f09e992d871ea7bfa1d261b,Travel Town - Merge Adventure,1521236603,ios,Travel Town - Merge Adventure,Moon Active,4201176.96,2525537.28,SE_ASIA,2026-05-20,all_time,6.0,30.0,0.614,0.386,0.1507,0.2741,0.1367,0.0459,0.0066,0.0919,0.1836,0.0818,0.0232,0.0055,36655.51366120219,366.0
5f09e992d871ea7bfa1d261b,Travel Town - Merge Adventure,io.randomco.travel,android,Travel Town - Merge Adventure,Magmatic Games LTD,4201176.96,1675639.68,SE_ASIA,2026-05-20,all_time,7.0,29.0,0.6421,0.3579,0.1511,0.3036,0.1418,0.0423,0.0033,0.0799,0.1887,0.073,0.0143,0.002,30121.775956284153,366.0
56cbcd309e8db4372d00ca12,Gunny Mobi - Bắn Gà Teen Cute,942043135,ios,Gunny Mobi,"VNGGames Co., Ltd",3568970.7,2011414.35,SE_ASIA,2026-05-20,all_time,5.0,31.0,0.2537,0.7463,0.0704,0.0928,0.0631,0.0218,0.0056,0.1959,0.2703,0.1975,0.0654,0.0172,583.3743169398907,366.0
56cbcd309e8db4372d00ca12,Gunny Mobi - Bắn Gà Teen Cute,com.angame.gunnymobi.vn,android,Gunny Mobi - Bắn Gà Teen Cute,"VNGGames Co., Ltd",3568970.7,1557556.35,SE_ASIA,2026-05-20,all_time,6.0,31.0,0.2266,0.7734,0.0578,0.0842,0.0614,0.0186,0.0046,0.1922,0.2811,0.2165,0.0665,0.0171,1527.8546511627908,344.0
57955d280211a6718a000002,Mobile Legends: Bang Bang,com.hhgame.mlbbvn,android,Mobile Legends: Bang Bang FT,Công ty cổ phần phát triển công nghệ số Hồng Hà,3518128.17,2478801.3,SE_ASIA,2026-05-20,all_time,8.0,28.0,0.2545,0.7455,0.0812,0.1144,0.0463,0.0067,0.0059,0.2545,0.3258,0.1283,0.0193,0.0176,430460.51639344264,366.0
57955d280211a6718a000002,Mobile Legends: Bang Bang,6468942281,ios,Mobile Legends: Bang Bang FT,Valar Technology Corp,3518128.17,1039326.87,SE_ASIA,2026-05-20,all_time,10.0,27.0,0.2207,0.7793,0.0871,0.0918,0.0277,0.011,0.0031,0.3153,0.3275,0.0956,0.0306,0.0103,62185.01366120219,366.0
6861ad8f8176e70e59f7bbad,Tam Quốc Huyễn Tướng VNG,6738500946,ios,Tam Quốc Huyễn Tướng VNG,VNG CORPORATION,3414583.8,1924083.0,SE_ASIA,2026-05-20,all_time,0.0,28.0,0.3746,0.6254,0.158,0.127,0.0508,0.0313,0.0075,0.2656,0.2382,0.0696,0.0417,0.0103,26153.51572327044,159.0
6861ad8f8176e70e59f7bbad,Tam Quốc Huyễn Tướng VNG,vng.games.tamquochuyentuong3q,android,Tam Quốc Huyễn Tướng VNG,VNG GROUP JSC,3414583.8,1490500.8,,,,,,,,,,,,,,,,,,,
6573c39d5c3b423d5d04560f,Dark War:Survival,6747331870,ios,Dark War: Survival VN,Valar Technology Corp,3053097.13,1007543.34,SE_ASIA,2026-05-20,all_time,5.0,29.0,0.3132,0.6868,0.1006,0.1312,0.0516,0.0249,0.0049,0.2284,0.2828,0.1152,0.052,0.0084,5927.420765027322,183.0
6573c39d5c3b423d5d04560f,Dark War:Survival,6670441558,ios,Dark War:Survival,Florere Game Limited,3053097.13,810372.71,SE_ASIA,2026-05-20,all_time,6.0,29.0,0.2918,0.7082,0.0917,0.1262,0.0468,0.0222,0.0049,0.2336,0.2984,0.1155,0.0513,0.0094,2618.8387978142077,366.0
6573c39d5c3b423d5d04560f,Dark War:Survival,com.readygo.dark.gp,android,Dark War Survival,Florere Game,3053097.13,702431.06,SE_ASIA,2026-05-20,all_time,7.0,28.0,0.2889,0.7111,0.1004,0.1263,0.0411,0.0195,0.0016,0.2506,0.2972,0.1103,0.0486,0.0044,5851.455927051672,329.0
6573c39d5c3b423d5d04560f,Dark War:Survival,com.readygo.dark.gphh,android,Dark War Survival,Công ty cổ phần phát triển công nghệ số Hồng Hà,3053097.13,532750.02,SE_ASIA,2026-05-20,all_time,5.0,29.0,0.1979,0.8021,0.0594,0.0893,0.033,0.0136,0.0026,0.2415,0.3491,0.1406,0.0603,0.0106,,
55c50ce502ac64f9c0002364,Township,638689075,ios,Township,Playrix,2806164.78,2041411.2,SE_ASIA,2026-05-20,all_time,8.0,30.0,0.5956,0.4044,0.167,0.2472,0.1239,0.0488,0.0087,0.1114,0.1675,0.0851,0.0343,0.0061,94957.3087431694,366.0
55c50ce502ac64f9c0002364,Township,com.playrix.township,android,Township,Playrix,2806164.78,764753.58,SE_ASIA,2026-05-20,all_time,9.0,29.0,0.6041,0.3959,0.1682,0.2594,0.1262,0.0439,0.0064,0.1078,0.169,0.0854,0.0293,0.0044,50831.82240437158,366.0
567a0aee0f1225ea0e006fe9,Lords Mobile: Kingdom Wars,com.igg.android.lordsmobilevn,android,Lords Mobile - Gamota,GAMFIV COMPANY LIMITED,2713770.48,1715831.19,SE_ASIA,2026-05-20,all_time,7.0,31.0,0.2398,0.7602,0.0613,0.0996,0.0468,0.0283,0.0038,0.1942,0.3164,0.1428,0.0954,0.0114,48999.928961748636,366.0
567a0aee0f1225ea0e006fe9,Lords Mobile: Kingdom Wars,1471932438,ios,Lords Mobile - Gamota,HTD MEDIA VIET NAM JOINT STOCK COMPANY,2713770.48,997939.29,SE_ASIA,2026-05-20,all_time,6.0,31.0,0.2679,0.7321,0.0627,0.1053,0.0685,0.0242,0.0072,0.1851,0.2935,0.1786,0.0606,0.0143,4724.136612021858,366.0
597a55930211a69d0f000000,Homescapes: Puzzle & Design,1195621598,ios,Homescapes: Puzzle & Design,Playrix,2538298.95,1763076.15,SE_ASIA,2026-05-20,all_time,8.0,32.0,0.6355,0.3645,0.1394,0.2387,0.155,0.0923,0.0101,0.0866,0.1351,0.0884,0.0484,0.006,32781.18032786885,366.0
597a55930211a69d0f000000,Homescapes: Puzzle & Design,com.playrix.homescapes,android,Homescapes,Playrix,2538298.95,775222.8,SE_ASIA,2026-05-20,all_time,9.0,31.0,0.651,0.349,0.1445,0.2542,0.1587,0.0865,0.0071,0.0759,0.1364,0.0874,0.0453,0.004,24510.09836065574,366.0
62f32a5044136e0eba10c9ba,Call of Dragons,6449674450,ios,Call of Dragons - Funtap,EazyPlay LTD,2516190.96,1649020.68,SE_ASIA,2026-05-20,all_time,5.0,28.0,0.1883,0.8117,0.052,0.0868,0.0324,0.0123,0.0048,0.2818,0.3436,0.1359,0.037,0.0134,635.7158469945355,366.0
62f32a5044136e0eba10c9ba,Call of Dragons,com.farlightgames.samo.gp.vn,android,Call of Dragons - Funtap,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ SỐ HỒNG HÀ,2516190.96,867170.28,SE_ASIA,2026-05-20,all_time,6.0,28.0,0.1633,0.8367,0.0605,0.0588,0.0363,0.0062,0.0015,0.318,0.3094,0.1641,0.035,0.0102,17507.658469945356,366.0
