unified_app_id,game_name,app_id,os,app_name,publisher_name,game_revenue_2025,app_revenue_2025
6410802d9aac52470e6eaea4,Top Eleven: Quản Lý Bóng Đá,1643854223,ios,Top Eleven: Quản Lý Bóng Đá,VNG CORPORATION,5303258.1,2894305.05
6410802d9aac52470e6eaea4,Top Eleven: Quản Lý Bóng Đá,vnggames.topeleven.football.soccermanager,android,Top Eleven: Quản Lý Bóng Đá,VNG GROUP JSC,5303258.1,2408953.05
66b1f458d72cf61108f8c2c6,Delta Force,6670604287,ios,Garena® 三角洲行動,Garena Mobile Games Private Ltd.,4993390.8,2633360.85
66b1f458d72cf61108f8c2c6,Delta Force,com.garena.game.df,android,Garena® Delta Force,Garena Mobile Private Limited,4993390.8,2360029.95
5f3b76921392d052ebf0d0ca,Genshin Impact,com.miHoYo.GenshinImpact.vn,android,Genshin Impact - Funtap,Hồng Hà JSC,4870967.97,2870686.11
5f3b76921392d052ebf0d0ca,Genshin Impact,6451477469,ios,Genshin Impact - Funtap,HongHaGame,4870967.97,2000281.86
565ff9f502ac6459a0000035,CrossFire: Legends,6748588650,ios,Crossfire: Legends,VNG CORPORATION,4592890.8,2475154.5
565ff9f502ac6459a0000035,CrossFire: Legends,com.vnggames.cfl.crossfirelegends,android,Crossfire: Legends,VNG GROUP JSC,4592890.8,2117736.3
6850060d76109d4529b41454,Nghịch Thủy Hàn,6743144418,ios,Nghịch Thủy Hàn,VNG CORPORATION,4532107.2,2928511.65
6850060d76109d4529b41454,Nghịch Thủy Hàn,vng.game.nth,android,Nghịch Thủy Hàn,VNG GROUP JSC,4532107.2,1603595.55
633b886973f76b48784c36b9,Zombie Waves-shooting game,com.ddup.zombiewaves.zw.vn,android,Anh Hùng Cấm Địa - VTC Game,VTC GAme,4426911.06,1733305.98
633b886973f76b48784c36b9,Zombie Waves-shooting game,6736819155,ios,Anh Hùng Cấm Địa - VTC Game,VTC GAME,4426911.06,1693233.36
633b886973f76b48784c36b9,Zombie Waves-shooting game,6443760593,ios,Zombie Waves-shooting game,FUN FORMULA PTE. LTD.,4426911.06,578625.27
633b886973f76b48784c36b9,Zombie Waves-shooting game,com.ddup.zombiewaves.zw,android,Zombie Waves,Fun Formula,4426911.06,421746.45
5f09e992d871ea7bfa1d261b,Travel Town - Merge Adventure,1521236603,ios,Travel Town - Merge Adventure,Moon Active,4201176.96,2525537.28
5f09e992d871ea7bfa1d261b,Travel Town - Merge Adventure,io.randomco.travel,android,Travel Town - Merge Adventure,Magmatic Games LTD,4201176.96,1675639.68
56cbcd309e8db4372d00ca12,Gunny Mobi - Bắn Gà Teen Cute,942043135,ios,Gunny Mobi,"VNGGames Co., Ltd",3568970.7,2011414.35
56cbcd309e8db4372d00ca12,Gunny Mobi - Bắn Gà Teen Cute,com.angame.gunnymobi.vn,android,Gunny Mobi - Bắn Gà Teen Cute,"VNGGames Co., Ltd",3568970.7,1557556.35
57955d280211a6718a000002,Mobile Legends: Bang Bang,com.hhgame.mlbbvn,android,Mobile Legends: Bang Bang FT,Công ty cổ phần phát triển công nghệ số Hồng Hà,3518128.17,2478801.3
57955d280211a6718a000002,Mobile Legends: Bang Bang,6468942281,ios,Mobile Legends: Bang Bang FT,Valar Technology Corp,3518128.17,1039326.87
6861ad8f8176e70e59f7bbad,Tam Quốc Huyễn Tướng VNG,6738500946,ios,Tam Quốc Huyễn Tướng VNG,VNG CORPORATION,3414583.8,1924083.0
6861ad8f8176e70e59f7bbad,Tam Quốc Huyễn Tướng VNG,vng.games.tamquochuyentuong3q,android,Tam Quốc Huyễn Tướng VNG,VNG GROUP JSC,3414583.8,1490500.8
6573c39d5c3b423d5d04560f,Dark War:Survival,6747331870,ios,Dark War: Survival VN,Valar Technology Corp,3053097.13,1007543.34
6573c39d5c3b423d5d04560f,Dark War:Survival,6670441558,ios,Dark War:Survival,Florere Game Limited,3053097.13,810372.71
6573c39d5c3b423d5d04560f,Dark War:Survival,com.readygo.dark.gp,android,Dark War Survival,Florere Game,3053097.13,702431.06
6573c39d5c3b423d5d04560f,Dark War:Survival,com.readygo.dark.gphh,android,Dark War Survival,Công ty cổ phần phát triển công nghệ số Hồng Hà,3053097.13,532750.02
55c50ce502ac64f9c0002364,Township,638689075,ios,Township,Playrix,2806164.78,2041411.2
55c50ce502ac64f9c0002364,Township,com.playrix.township,android,Township,Playrix,2806164.78,764753.58
567a0aee0f1225ea0e006fe9,Lords Mobile: Kingdom Wars,com.igg.android.lordsmobilevn,android,Lords Mobile - Gamota,GAMFIV COMPANY LIMITED,2713770.48,1715831.19
567a0aee0f1225ea0e006fe9,Lords Mobile: Kingdom Wars,1471932438,ios,Lords Mobile - Gamota,HTD MEDIA VIET NAM JOINT STOCK COMPANY,2713770.48,997939.29
597a55930211a69d0f000000,Homescapes: Puzzle & Design,1195621598,ios,Homescapes: Puzzle & Design,Playrix,2538298.95,1763076.15
597a55930211a69d0f000000,Homescapes: Puzzle & Design,com.playrix.homescapes,android,Homescapes,Playrix,2538298.95,775222.8
62f32a5044136e0eba10c9ba,Call of Dragons,6449674450,ios,Call of Dragons - Funtap,EazyPlay LTD,2516190.96,1649020.68
62f32a5044136e0eba10c9ba,Call of Dragons,com.farlightgames.samo.gp.vn,android,Call of Dragons - Funtap,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ SỐ HỒNG HÀ,2516190.96,867170.28
63ecece74760b21b6d8706b2,Metal Slug: Awakening,1621098895,ios,Metal Slug: Awakening,VNG CORPORATION,2444751.15,1538929.35
63ecece74760b21b6d8706b2,Metal Slug: Awakening,com.vng.metalslug.rambolun,android,Metal Slug: Awakening,VNG GROUP JSC,2444751.15,905821.8
5b220c230e64c70b3e4d02d4,EA SPORTS FC Online M,1427414541,ios,FC Online M by EA SPORTS™,Garena Mobile Private,2383959.15,1410306.3
5b220c230e64c70b3e4d02d4,EA SPORTS FC Online M,com.garena.game.fo4mvn,android,FC Online M by EA SPORTS™,Garena Mobile Private,2383959.15,973652.85
6223305711885471e9b9c0ea,Gunny Origin,1572615571,ios,Gunny Origin,VNG CORPORATION,2342271.6,1327684.65
6223305711885471e9b9c0ea,Gunny Origin,vng.game.gunny.mobi.classic.original,android,Gunny Origin,VNG GROUP JSC,2342271.6,1014586.95
595efb6e62deeb17420039cc,叫我官老爺：八週年慶典,1448024270,ios,Gọi Ta Quan Lão Gia,JOY GAMES VIETNAM NETWORK COMPANY LIMITED,2195598.17,1298101.62
595efb6e62deeb17420039cc,叫我官老爺：八週年慶典,com.szckhd.jwgly.azvn,android,Ta Là Quan Lão Gia - TTH,TTH GAME,2195598.17,897495.63
595efb6e62deeb17420039cc,叫我官老爺：八週年慶典,com.szckhd.jwgly.azjianti,android,叫我官老爷：八周年庆典,"Hong Kong Pixel Peak Technology Co., Limited",2195598.17,0.92
624221e4aaeb833d98f8b149,Arena Breakout: Realistic FPS,com.vng.mf.uamo,android,Arena Breakout VNG,MINH PHUONG THINH COMMUNICATION COMPANY LIMITED,2159467.8,1247008.05
624221e4aaeb833d98f8b149,Arena Breakout: Realistic FPS,6474231541,ios,Arena Breakout VNG,MINH PHUONG THINH COMMUNICATION COMPANY LIMITED,2159467.8,912459.75
63afc769278f9e137947186c,剑侠世界：起源,vnggames.volam.kiemthe.origin,android,Kiếm Thế Origin,VNG GROUP JSC,2143534.05,1131260.7
63afc769278f9e137947186c,剑侠世界：起源,1613648368,ios,Kiếm Thế Origin,VNG CORPORATION,2143534.05,1012273.35
666a7679850648f34fb41215,X-Samkok,com.snmjglo.google,android,X-Samkok,TTHmobi,2135355.72,1228540.5
666a7679850648f34fb41215,X-Samkok,6502480712,ios,X-Samkok,Watt Games,2135355.72,906815.22
5d84173e3ea9835b8b1d4081,三国志·战略版,1616630100,ios,Tam Quốc Chí - Chiến Lược-TTH,THIEN THUONG HOA ENTERTAINMENT JOINT STOCK COMPANY,1983371.7,1179668.61
5d84173e3ea9835b8b1d4081,三国志·战略版,com.vntth.sgzzlb.gp.vn,android,Tam Quốc Chí - Chiến Lược-TTH,THIEN THUONG HOA,1983371.7,803703.09
67c27430fc11db225cb2f886,Nhất Kiếm Phục Ma,com.nkpm.vnaz,android,Nhất Kiếm Phục Ma,WEPLAY,1880986.72,1095165.51
67c27430fc11db225cb2f886,Nhất Kiếm Phục Ma,6739976923,ios,Nhất Kiếm Phục Ma,WEPLAY LTD,1880986.72,785821.21
5d2fbde03d3ea51dfcb37ca0,Family Island  Farming game,1464689103,ios,Family Island — Farming game,Melsoft,1866381.69,1192415.91
5d2fbde03d3ea51dfcb37ca0,Family Island  Farming game,com.MelsoftGames.FamilyIslandFarm,android,Family Island™ — Farming game,Melsoft Games Ltd,1866381.69,673965.78
64d262a510a3142a25912bd2,小妖問道,6470252900,ios,Tiểu Yêu Tầm Đạo-Funtap,RED RIVER TECHNOLOGY AND SERVICES COMPANY LIMITED,1853107.53,1248328.05
64d262a510a3142a25912bd2,小妖問道,com.global.dqvn,android,Tiểu Yêu Tầm Đạo-Funtap,CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ HỒNG HÀ,1853107.53,604779.48
67627e8338bfca294ea37676,Tam Quốc Phản Công: Thức Tỉnh!,vng.games.tamquoc.idle.rpg,android,Tam Quốc Phản Công: Thức Tỉnh!,"VNGGames Co., Ltd",1826315.1,1021084.95
67627e8338bfca294ea37676,Tam Quốc Phản Công: Thức Tỉnh!,6737103277,ios,Tam Quốc Phản Công: Thức Tỉnh!,"VNGGames Co., Ltd",1826315.1,805230.15
5cc98b703ea98357b8ed3ce0,Top War: Battle Game,1596859213,ios,Top War: Battle Game - Funtap,Valar Technology Corp,1821350.01,1248880.68
5cc98b703ea98357b8ed3ce0,Top War: Battle Game,com.topwar.gp.vn,android,Top War: Battle Game - Funtap,Công ty cổ phần phát triển công nghệ số Hồng Hà,1821350.01,572469.33
6539d116d2e5a9284e6a76e2,Legend of Mushroom,6473259128,ios,Nấm Lùn Tiến Lên,SPARKGAME COMPANY LIMITED,1797994.83,1269382.26
6539d116d2e5a9284e6a76e2,Legend of Mushroom,com.mxdzz.sea,android,Legend of Mushroom: Rush - SEA,SPARKGAME LIMITED,1797994.83,528612.57
